Alphafold,ted_id,uniprot_acc,md5_domain,consensus_level,chopping,nres_domain,num_segments,plddt,num_helix_strand_turn,num_helix,num_strand,num_helix_strand,num_turn,proteome_id,cath_label,cath_assignment_level,cath_assignment_method,packing_density,norm_rg,tax_common_name,tax_scientific_name,tax_lineage,interactions
P42336,AF-P42336-F1-model_v4_TED03,P42336,0cf1e9b062ab15f85e40e19e7be7bd6f,high,325-482,158,1,94.9337,29,2,10,12,15,9606,2.60.40.150,H,foldseek,12.103,0.295,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P42336,AF-P42336-F1-model_v4_TED04,P42336,66c93b1541b109cff54f93ab446ffa37,medium,488-642_660-671_683-694,179,3,93.4979,20,12,0,12,8,9606,1.25.40.70,H,foldseek,11.785,0.35,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P42336,AF-P42336-F1-model_v4_TED05,P42336,e80a48ded8c21402a50d996ee63d3246,high,852-1066,215,1,87.577,31,10,5,15,15,9606,1.10.1070.11,H,foldseek,12.051,0.298,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q9HCM3,AF-Q9HCM3-F1-model_v4_TED01,Q9HCM3,0a102fcaeafe5951f7b2e1cd61c66164,medium,944-1038,95,1,84.3403,18,3,5,8,10,9606,"3.30.70,3.30.70",T,"foldseek,foldclass",11.519,0.291,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9HCM3,AF-Q9HCM3-F1-model_v4_TED02,Q9HCM3,280ca49fdf7d43068d72888b38f57159,medium,1041-1101_1108-1159,113,2,85.303,17,4,5,9,7,9606,"3.30.70,3.30.70",T,"foldseek,foldclass",11.825,0.308,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q9HCM3,AF-Q9HCM3-F1-model_v4_TED03,Q9HCM3,629a29abc751dc4bed0bc1534fd25abf,medium,1160-1206_1218-1306,136,2,77.8035,19,7,5,12,7,9606,3.30.70.3310,H,foldseek,11.309,0.321,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
P18846,AF-P18846-F1-model_v4_TED01,P18846,8ab99bd0610f7d9ac4b2a96be55a2871,medium,226-271,46,1,94.9102,1,1,0,1,0,9606,1.20.5,T,foldclass,8.643,0.512,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q06710,AF-Q06710-F1-model_v4_TED01,Q06710,3a0e73a5f44975290669c4da130f6cda,high,10-67,58,1,94.5726,7,3,2,5,2,9606,1.10.10.10,H,foldseek,10.233,0.291,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
Q06710,AF-Q06710-F1-model_v4_TED02,Q06710,67a10dc8149183422eb6fbb7b363aaef,high,85-135,51,1,92.4045,7,3,0,3,4,9606,1.10.10.10,H,foldseek,11.136,0.265,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P35968,AF-P35968-F1-model_v4_TED01,P35968,7aa9691e97342bcb73af41022c122a5a,medium,34-120,87,1,83.9699,19,1,7,8,11,9606,2.60.40.10,H,foldseek,11.257,0.269,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED01', 'ted_id2': 'AF-P35968-F1-model_v4_TED02', 'pae_score': 9.0, 'id': 30372045}]"
P35968,AF-P35968-F1-model_v4_TED02,P35968,4b37ef291c54cafbd096488e5fcf3122,medium,134-220,87,1,87.6311,24,1,9,10,13,9606,2.60.40.10,H,foldseek,11.535,0.27,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED01', 'ted_id2': 'AF-P35968-F1-model_v4_TED02', 'pae_score': 9.0, 'id': 30372045}, {'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED02', 'ted_id2': 'AF-P35968-F1-model_v4_TED03', 'pae_score': 12.0, 'id': 30372046}]"
P35968,AF-P35968-F1-model_v4_TED03,P35968,8a350b16677696aa5a4bb5eeacec0425,medium,224-326,103,1,85.793,17,0,8,8,9,9606,2.60.40.10,H,foldseek,11.268,0.302,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED02', 'ted_id2': 'AF-P35968-F1-model_v4_TED03', 'pae_score': 12.0, 'id': 30372046}, {'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED03', 'ted_id2': 'AF-P35968-F1-model_v4_TED04', 'pae_score': 11.0, 'id': 30372047}]"
P35968,AF-P35968-F1-model_v4_TED04,P35968,86ad9b79ca5808f98745f4629c848658,medium,330-419,90,1,89.2191,22,1,10,11,11,9606,2.60.40.10,H,foldseek,11.261,0.309,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED03', 'ted_id2': 'AF-P35968-F1-model_v4_TED04', 'pae_score': 11.0, 'id': 30372047}, {'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED04', 'ted_id2': 'AF-P35968-F1-model_v4_TED05', 'pae_score': 12.0, 'id': 30372048}]"
P35968,AF-P35968-F1-model_v4_TED05,P35968,52a65899016b7af87e981fbcd086f95e,high,430-468_479-549,110,2,79.9897,21,0,8,8,12,9606,2.60.40.10,H,foldseek,10.915,0.277,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED04', 'ted_id2': 'AF-P35968-F1-model_v4_TED05', 'pae_score': 12.0, 'id': 30372048}, {'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED05', 'ted_id2': 'AF-P35968-F1-model_v4_TED06', 'pae_score': 16.0, 'id': 30372049}]"
P35968,AF-P35968-F1-model_v4_TED06,P35968,e038155074bc3b1eaa76fc985022fc6d,high,553-590_605-660,94,2,81.9199,21,0,8,8,12,9606,2.60.40.10,H,foldseek,11.054,0.283,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED05', 'ted_id2': 'AF-P35968-F1-model_v4_TED06', 'pae_score': 16.0, 'id': 30372049}, {'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED06', 'ted_id2': 'AF-P35968-F1-model_v4_TED07', 'pae_score': 16.0, 'id': 30372050}]"
P35968,AF-P35968-F1-model_v4_TED07,P35968,dd9a4c39d4e1540148c6854ce3b472ad,high,666-756,91,1,85.6434,23,0,10,10,13,9606,2.60.40.10,H,foldseek,11.333,0.277,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED06', 'ted_id2': 'AF-P35968-F1-model_v4_TED07', 'pae_score': 16.0, 'id': 30372050}]"
P35968,AF-P35968-F1-model_v4_TED08,P35968,fa6bf92725ac6d5a1220617dda5eb42c,medium,817-919,103,1,81.3513,16,2,5,7,9,9606,3.30.200.20,H,foldseek,11.105,0.281,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED09', 'ted_id2': 'AF-P35968-F1-model_v4_TED08', 'pae_score': 8.0, 'id': 14370164}]"
P35968,AF-P35968-F1-model_v4_TED09,P35968,98a36dae48a67e546b9c7fbe22afc565,medium,922-938_999-1172_1237-1243,198,3,82.1305,36,9,6,15,19,9606,1.10.510.10,H,foldseek,11.904,0.292,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-P35968-F1-model_v4', 'ted_id1': 'AF-P35968-F1-model_v4_TED09', 'ted_id2': 'AF-P35968-F1-model_v4_TED08', 'pae_score': 8.0, 'id': 14370164}]"
O75081,AF-O75081-F1-model_v4_TED01,O75081,c9ccf215a7eb7cac587e4c5704f5e919,high,168-271,104,1,84.6444,7,6,0,6,1,9606,1.20.120.1110,H,foldseek,11.679,0.295,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O75081,AF-O75081-F1-model_v4_TED02,O75081,ae28772edb82ce0add4330f03cdccfa5,medium,555-595,41,1,87.4341,9,1,2,3,6,9606,-,-,-,9.182,0.249,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
O95835,AF-O95835-F1-model_v4_TED01,O95835,93957cfa0a37863769ae5771bfad7431,medium,700-787_1048-1098,139,2,74.0036,28,4,6,10,16,9606,3.30.200.20,H,foldseek,10.607,0.327,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-O95835-F1-model_v4', 'ted_id1': 'AF-O95835-F1-model_v4_TED02', 'ted_id2': 'AF-O95835-F1-model_v4_TED01', 'pae_score': 7.0, 'id': 14370119}]"
O95835,AF-O95835-F1-model_v4_TED02,O95835,53bc347275857462ea0c8aefbcf96459,medium,789-861_895-1030,209,2,86.1976,34,13,4,17,17,9606,1.10.510.10,H,foldseek,11.877,0.3,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo","[{'af_id': 'AF-O95835-F1-model_v4', 'ted_id1': 'AF-O95835-F1-model_v4_TED02', 'ted_id2': 'AF-O95835-F1-model_v4_TED01', 'pae_score': 7.0, 'id': 14370119}]"
Q04721,AF-Q04721-F1-model_v4_TED01,Q04721,16f7b87c3311f6e348308c57901455a4,medium,116-151,36,1,65.0536,9,0,4,4,5,9606,2.10.25,T,foldseek,7.583,0.349,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED02,Q04721,68cee922544168d1ff507ae63906cf60,medium,208-299,92,1,69.7276,24,0,10,10,14,9606,2.10.25.10,H,foldseek,9.114,0.447,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED03,Q04721,8a283ed1170eb84803cbc50e93bbf716,medium,389-413_432-461_474-483,65,3,68.7771,15,0,6,6,9,9606,-,-,-,7.962,0.486,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED04,Q04721,4f4504627d4d3f087fbd76d94bf00d40,high,506-536,31,1,65.5323,7,0,4,4,3,9606,2.10.25.10,H,foldseek,8.5,0.306,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED05,Q04721,3b32104e4196f5cc83a49d38d84fdbe1,high,557-604,48,1,63.8081,10,0,4,4,6,9606,2.10.25.10,H,foldseek,8.316,0.36,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED06,Q04721,01e3646799d8970b265588bf1b5ce877,medium,654-680,27,1,69.9681,6,0,2,2,4,9606,-,-,-,8.0,0.289,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED07,Q04721,01358c358042ac25cfab184112da8a5b,medium,913-942,30,1,66.824,9,0,2,2,7,9606,2.10.25,T,foldseek,8.0,0.278,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED08,Q04721,e41745a395b547ea8401f10da777032e,medium,1034-1201,168,1,69.2955,44,4,16,20,23,9606,2.10.25.10,H,foldseek,9.371,0.445,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED09,Q04721,83329a05065f18acf154a35d59081a8a,medium,1307-1343,37,1,62.8511,9,1,2,3,6,9606,2.10.25.10,H,foldseek,8.762,0.263,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q04721,AF-Q04721-F1-model_v4_TED10,Q04721,f4fc5bd685fd95a5d9d2210c9e2d15aa,medium,1462-1501_1539-1592_1620-1670,145,3,77.7975,24,5,5,10,11,9606,3.30.70.3310,H,foldseek,11.403,0.301,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
P10632,AF-P10632-F1-model_v4_TED01,P10632,4cb57f4a281b52f634618b7215d45e21,high,40-490,451,1,93.2112,70,20,11,31,39,9606,1.10.630.10,H,foldseek,12.816,0.308,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
Q8NFU7,AF-Q8NFU7-F1-model_v4_TED01,Q8NFU7,4cdf3a8618642c7950c87362f46a61a7,medium,1423-1768_1989-2078,436,2,92.864,84,10,21,31,53,9606,3.60.130.30,H,foldseek,12.328,0.316,Human,Homo_sapiens,"cellular_organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Hominidae,Homininae,Homo",[]
P40818,AF-P40818-F1-model_v4_TED01,P40818,849af65271dfff0ec01d11b3d7e6f57d,high,16-130,115,1,84.987,5,5,0,5,0,9606,1.20.58.80,H,foldseek,11.763,0.346,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P40818,AF-P40818-F1-model_v4_TED02,P40818,71484924c79122c1e6c02c45eb98351f,high,181-310,130,1,87.3929,25,8,5,13,12,9606,3.40.250.10,H,foldseek,12.0,0.253,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
P40818,AF-P40818-F1-model_v4_TED03,P40818,1564eae970989224d320a0f8d5958351,medium,758-1106,349,1,93.9657,66,12,20,32,32,9606,3.90.70.10,H,foldseek,12.688,0.316,Human,Homo sapiens,"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata, Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea, Hominidae, Homininae, Homo",[]
