#name	chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	score	name2
NR_073009.2	chr10	-	121478331	121598444	17	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121518681,121519978,121538591,121551289,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121518829,121520169,121538715,121551459,121593967,121598444,	0	FGFR2
NM_001355216.2	chr10	+	43104764	43130351	16	43104764,43106375,43109030,43111206,43112098,43112852,43113555,43114479,43116583,43118372,43119530,43120080,43121945,43123670,43124882,43126574,	43105193,43106571,43109230,43111465,43112224,43112963,43113675,43114736,43116731,43118480,43119745,43120203,43122016,43123808,43124982,43130351,	0	RET
NM_001351170.2	chr10	-	103088037	103193272	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103193272,	0	NT5C2
NM_001351169.2	chr10	-	103088037	103193272	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103181184,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
NM_001351171.2	chr10	-	103088037	103193272	20	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103181230,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
NM_001351172.2	chr10	-	103088037	103193272	20	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103181184,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
NM_001351173.2	chr10	-	103088037	103177057	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103176485,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103177057,	0	NT5C2
NM_001351174.1	chr10	-	103088016	103153821	17	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103153290,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103153821,	0	NT5C2
NM_002051.3	chr10	+	8054687	8075198	6	8054687,8055286,8058304,8063995,8069472,8073738,	8054891,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001351175.2	chr10	-	103088037	103193272	20	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103136248,103139405,103174857,103181184,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103136372,103139479,103174982,103181328,103193272,	0	NT5C2
NM_001351176.2	chr10	-	103088037	103193272	18	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103111744,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103111805,103174982,103193272,	0	NT5C2
NM_001351177.2	chr10	-	103088037	103193272	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103111744,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103111805,103139479,103174982,103193272,	0	NT5C2
NM_001351178.2	chr10	-	103088037	103193272	21	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103111744,103139405,103174857,103181230,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103111805,103139479,103174982,103181328,103193272,	0	NT5C2
NM_001351180.2	chr10	-	103088037	103193272	18	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100943,103101102,103101326,103105801,103106706,103174982,103193272,	0	NT5C2
NM_001351179.2	chr10	-	103088037	103177057	20	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103111744,103139405,103174857,103176485,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100943,103101102,103101326,103105801,103106706,103111805,103139479,103174982,103177057,	0	NT5C2
NM_001351181.2	chr10	-	103088037	103193272	16	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103105705,103106588,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103105801,103106706,103174982,103193272,	0	NT5C2
NM_001351182.2	chr10	-	103088037	103193272	20	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103111744,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100943,103101102,103101326,103105801,103106706,103111805,103139479,103174982,103193272,	0	NT5C2
NM_001351183.2	chr10	-	103088037	103193272	17	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103174982,103193272,	0	NT5C2
NM_001351184.2	chr10	-	103088037	103193272	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100943,103101102,103101326,103105801,103106706,103139479,103174982,103193272,	0	NT5C2
NM_001351185.2	chr10	-	103088037	103193272	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100964,103101102,103101326,103105801,103106706,103139479,103174982,103193272,	0	NT5C2
NM_001351186.2	chr10	-	103088037	103193272	21	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105357,103105705,103106588,103111744,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100943,103101102,103101326,103105381,103105801,103106706,103111805,103139479,103174982,103193272,	0	NT5C2
NM_001351187.2	chr10	-	103088037	103193272	22	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105357,103105705,103106588,103111744,103139405,103174857,103181230,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100964,103101102,103101326,103105381,103105801,103106706,103111805,103139479,103174982,103181328,103193272,	0	NT5C2
NM_001351188.2	chr10	-	103088037	103193272	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103111744,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100943,103101102,103101326,103105801,103106706,103111805,103174982,103193272,	0	NT5C2
NM_001351190.2	chr10	-	103088037	103177057	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103139405,103174857,103176485,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100836,103101102,103101326,103105801,103106706,103139479,103174982,103177057,	0	NT5C2
NM_001351189.2	chr10	-	103088037	103177057	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100751,103101044,103101234,103105705,103106588,103139405,103174857,103176485,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100943,103101102,103101326,103105801,103106706,103139479,103174982,103177057,	0	NT5C2
NM_001351191.1	chr10	-	103088016	103153821	17	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103105705,103106588,103111744,103139405,103153290,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103105801,103106706,103111805,103139479,103153821,	0	NT5C2
NM_001351192.1	chr10	-	103088016	103153821	18	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103111744,103139405,103153290,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103111805,103139479,103153821,	0	NT5C2
NM_001351193.1	chr10	-	103088016	103153821	19	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103111744,103139405,103153290,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103111805,103139479,103153821,	0	NT5C2
NM_001351194.2	chr10	-	103088037	103193272	18	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098047,103098930,103099925,103101044,103101234,103105705,103106588,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098088,103098984,103100019,103101102,103101326,103105801,103106706,103174982,103193272,	0	NT5C2
NM_001351195.2	chr10	-	103088037	103193272	20	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098047,103098930,103099925,103101044,103101234,103105705,103106588,103111744,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098088,103098984,103100019,103101102,103101326,103105801,103106706,103111805,103139479,103174982,103193272,	0	NT5C2
NM_001351196.2	chr10	-	103088037	103193272	21	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098047,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103111744,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098088,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103111805,103139479,103174982,103193272,	0	NT5C2
NM_001351197.2	chr10	-	103088037	103193272	20	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103111744,103139405,103174857,103181230,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103111805,103139479,103174982,103181328,103193272,	0	NT5C2
NM_012229.5	chr10	-	103088037	103193272	19	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103181230,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
XM_047424844.1	chr10	-	103088016	103181179	19	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103177517,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103181179,	0	NT5C2
XM_047424845.1	chr10	-	103088016	103193272	19	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103192405,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103193272,	0	NT5C2
XM_047424846.1	chr10	-	103088016	103187246	19	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103187124,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103187246,	0	NT5C2
XM_047424847.1	chr10	-	103088016	103193272	19	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103181184,103192405,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
XM_047424848.1	chr10	-	103088016	103177497	18	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103176756,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103177497,	0	NT5C2
XM_047424850.1	chr10	-	103088016	103187246	18	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103187124,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103187246,	0	NT5C2
XM_047424849.1	chr10	-	103088016	103181179	18	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103177517,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103181179,	0	NT5C2
XM_047424851.1	chr10	-	103088016	103153360	18	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103146029,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103153360,	0	NT5C2
XM_047424852.1	chr10	-	103088016	103193272	18	103088016,103090610,103090935,103091563,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103193272,	0	NT5C2
XM_047424853.1	chr10	-	103088016	103193272	19	103088016,103090610,103090935,103091563,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105357,103105705,103106588,103139405,103174857,103181230,103193235,	103089908,103090787,103090996,103091615,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105381,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
XM_047424854.1	chr10	-	103088016	103193272	17	103088016,103090610,103090935,103091563,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103193272,	0	NT5C2
XM_047424855.1	chr10	-	103088016	103193272	18	103088016,103090610,103090935,103091563,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103181184,103193235,	103089908,103090787,103090996,103091615,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
XM_047424856.1	chr10	-	103088016	103193272	18	103088016,103090610,103090935,103091563,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103181230,103193235,	103089908,103090787,103090996,103091615,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103181328,103193272,	0	NT5C2
XM_047424857.1	chr10	-	103088016	103153360	18	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103111744,103139405,103146029,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103111805,103139479,103153360,	0	NT5C2
XM_047424858.1	chr10	-	103088016	103139427	15	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103139405,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103139427,	0	NT5C2
XM_047424859.1	chr10	-	103088016	103100681	12	103088016,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103100662,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103100681,	0	NT5C2
XM_047425044.1	chr10	+	8051235	8075198	7	8051235,8052434,8055286,8058304,8063995,8069472,8073738,	8051619,8053778,8055896,8058841,8064138,8069598,8075198,	0	GATA3
XM_005252442.3	chr10	+	8051235	8075198	7	8051235,8052434,8055286,8058304,8063992,8069472,8073738,	8051619,8053778,8055896,8058841,8064138,8069598,8075198,	0	GATA3
XM_047425202.1	chr10	-	32015506	32056425	25	32015506,32017142,32018051,32018315,32018501,32019857,32021021,32021225,32022139,32022847,32028427,32031072,32032705,32033844,32034689,32035521,32035889,32037253,32037519,32038162,32038777,32039326,32040383,32048463,32055847,	32015659,32017359,32018156,32018387,32018562,32019959,32021131,32021287,32022257,32023036,32028571,32031279,32032774,32034038,32034838,32035667,32035994,32037378,32037607,32038218,32038826,32039431,32040457,32048551,32056425,	0	KIF5B
XM_047425203.1	chr10	-	32009014	32056425	27	32009014,32015508,32017142,32018051,32018315,32018501,32019857,32021021,32021225,32022139,32022847,32028427,32031072,32032705,32033844,32034689,32035521,32035889,32037253,32037519,32038162,32038777,32039326,32040383,32048463,32050309,32055847,	32011516,32015659,32017359,32018156,32018387,32018562,32019959,32021131,32021287,32022257,32023036,32028571,32031279,32032774,32034038,32034838,32035667,32035994,32037378,32037607,32038218,32038826,32039431,32040457,32048551,32050523,32056425,	0	KIF5B
NM_001134373.3	chr10	-	103088037	103193272	18	103088037,103090610,103090935,103091563,103093138,103093971,103094347,103095938,103097290,103098930,103099925,103101044,103101234,103105705,103106588,103139405,103174857,103193235,	103089908,103090787,103090996,103091615,103093309,103094038,103094455,103095980,103097374,103098984,103100019,103101102,103101326,103105801,103106706,103139479,103174982,103193272,	0	NT5C2
NM_001441087.1	chr10	-	121478331	121598444	18	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515122,121518681,121519978,121538591,121551289,121564501,121565437,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121565704,121593967,121598444,	0	FGFR2
NM_001441088.1	chr10	-	121478331	121598444	17	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515122,121518681,121519978,121538591,121551289,121564501,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121593967,121598444,	0	FGFR2
NM_001441090.1	chr10	-	121478331	121598444	16	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121593967,121598444,	0	FGFR2
NM_001441089.1	chr10	-	121478331	121598444	17	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515122,121517318,121519978,121538591,121551289,121564501,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121564579,121593967,121598444,	0	FGFR2
NM_001441091.1	chr10	-	121478331	121598444	16	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515122,121517318,121519978,121538591,121551289,121593708,121597961,	121480113,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121593967,121598444,	0	FGFR2
NM_001441115.1	chr10	+	8045332	8075198	6	8045332,8055286,8058304,8063992,8069472,8073738,	8045515,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441116.1	chr10	+	8045332	8075198	7	8045332,8045741,8055286,8058304,8063992,8069472,8073738,	8045515,8045941,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441117.1	chr10	+	8045332	8075198	8	8045332,8052434,8052987,8055286,8058304,8063992,8069472,8073738,	8045515,8052637,8053126,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441118.1	chr10	+	8045332	8075198	8	8045332,8052434,8052964,8055286,8058304,8063992,8069472,8073738,	8045515,8052637,8053126,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441120.1	chr10	+	8049853	8075198	6	8049853,8055286,8058304,8063992,8069472,8073738,	8050184,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441119.1	chr10	+	8049853	8075198	8	8049853,8052434,8052987,8055286,8058304,8063992,8069472,8073738,	8050184,8052637,8053126,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441121.1	chr10	+	8051235	8075198	8	8051235,8052434,8052964,8055286,8058304,8063992,8069472,8073738,	8051619,8052637,8053126,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441122.1	chr10	+	8051235	8075198	8	8051235,8052434,8052987,8055286,8058304,8063992,8069472,8073738,	8051619,8052637,8053126,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441123.1	chr10	+	8053640	8075198	6	8053640,8055286,8058304,8063992,8069472,8073738,	8053778,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441124.1	chr10	+	8045332	8075198	6	8045332,8055286,8058304,8063995,8069472,8073738,	8045515,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441125.1	chr10	+	8049853	8075198	6	8049853,8055286,8058304,8063995,8069472,8073738,	8050184,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441126.1	chr10	+	8051235	8075198	8	8051235,8052434,8052964,8055286,8058304,8063995,8069472,8073738,	8051619,8052637,8053126,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441127.1	chr10	+	8051235	8075198	8	8051235,8052434,8052987,8055286,8058304,8063995,8069472,8073738,	8051619,8052637,8053126,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441128.1	chr10	+	8053640	8075198	6	8053640,8055286,8058304,8063995,8069472,8073738,	8053778,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441130.1	chr10	+	8053640	8075198	6	8053640,8055286,8058304,8063992,8069472,8073746,	8053778,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441129.1	chr10	+	8045332	8075198	6	8045332,8055286,8058304,8063992,8069472,8073746,	8045515,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441131.1	chr10	+	8054687	8075198	6	8054687,8055286,8058304,8063992,8069472,8073746,	8054891,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441132.1	chr10	+	8045332	8075198	6	8045332,8055286,8058304,8063995,8069472,8073746,	8045515,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441133.1	chr10	+	8054687	8075198	6	8054687,8055286,8058304,8063995,8069472,8073746,	8054891,8055896,8058841,8064138,8069598,8075198,	0	GATA3
NM_001441134.1	chr10	+	8054687	8075198	5	8054687,8055286,8058304,8069472,8073738,	8054891,8055896,8058841,8069598,8075198,	0	GATA3
NM_001441135.1	chr10	+	8060456	8075198	4	8060456,8063992,8069472,8073738,	8060508,8064138,8069598,8075198,	0	GATA3
NM_023029.3	chr10	-	121478331	121598444	17	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121517318,121519978,121538591,121551289,121564501,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121517463,121520169,121538715,121551459,121564579,121593967,121598444,	0	FGFR2
NM_001406365.1	chr10	+	68560336	68694487	13	68560336,68572216,68600980,68644697,68651845,68652500,68667044,68672894,68673400,68681398,68682835,68686355,68690807,	68560742,68574252,68601034,68647005,68651936,68652594,68667256,68673045,68673487,68681488,68682973,68686707,68694487,	0	TET1
NM_001406367.1	chr10	+	68600473	68694487	12	68600473,68600980,68644697,68651845,68652500,68667044,68672894,68673400,68681398,68682835,68686355,68690807,	68600879,68601034,68647005,68651936,68652594,68667256,68673045,68673487,68681488,68682973,68686707,68694487,	0	TET1
NM_001406368.1	chr10	+	68600267	68694487	12	68600267,68600980,68644697,68651845,68652500,68667044,68672894,68673400,68681398,68682835,68686355,68690807,	68600450,68601034,68647005,68651936,68652594,68667256,68673045,68673487,68681488,68682973,68686707,68694487,	0	TET1
NM_001406370.1	chr10	+	68600473	68694487	12	68600473,68600980,68644697,68651845,68652500,68667044,68672894,68673400,68681398,68682835,68686355,68690807,	68600769,68601034,68647005,68651936,68652594,68667256,68673045,68673487,68681488,68682973,68686707,68694487,	0	TET1
NM_001406369.1	chr10	+	68600473	68694487	12	68600473,68600980,68644701,68651845,68652500,68667044,68672894,68673400,68681398,68682835,68686355,68690807,	68600769,68601034,68647005,68651936,68652594,68667256,68673045,68673487,68681488,68682973,68686707,68694487,	0	TET1
NM_001406371.1	chr10	+	68600267	68694487	11	68600267,68600980,68644697,68651845,68652500,68667044,68672894,68681398,68682835,68686355,68690807,	68600450,68601034,68647005,68651936,68652594,68667256,68673045,68681488,68682973,68686707,68694487,	0	TET1
NM_001406372.1	chr10	+	68600473	68694487	11	68600473,68600980,68644697,68651845,68652500,68667044,68672894,68681398,68682835,68686355,68690807,	68600769,68601034,68647005,68651936,68652594,68667256,68673045,68681488,68682973,68686707,68694487,	0	TET1
NM_001406373.1	chr10	+	68560336	68694487	10	68560336,68572216,68600980,68667044,68672894,68673400,68681398,68682835,68686355,68690807,	68560742,68574252,68601034,68667256,68673045,68673487,68681488,68682973,68686707,68694487,	0	TET1
NM_022970.4	chr10	-	121478331	121598444	18	121478331,121483697,121485394,121487353,121487990,121496531,121498494,121500825,121503789,121515116,121518681,121519978,121538591,121551289,121564501,121565437,121593708,121597961,	121480021,121483803,121485532,121487424,121488113,121496722,121498605,121500947,121503941,121515319,121518829,121520169,121538715,121551459,121564579,121565704,121593967,121598444,	0	FGFR2
NM_001406374.1	chr10	+	68560336	68694487	9	68560336,68572216,68600980,68667044,68672894,68681398,68682835,68686355,68690807,	68560742,68574252,68601034,68667256,68673045,68681488,68682973,68686707,68694487,	0	TET1
